timestamp,status,facility_pool_pct,k,L,U,cost_S_L,cost_S_U,final_cost_S_I,theoretical_bound,cost_as_pct_of_bound,min_cluster_size,max_cluster_size,lower_bound_violated,num_lb_violations,upper_bound_violation_factor,all_clients_assigned
2025-08-29T04:28:51.627082,SUCCESS,0.2,150,497,729,132909.69507104933,138206.13101403587,155954.53433211934,1233262.3072403497,12.64569049232488,497,1082,0,0,1.4842249657064472,1
2025-08-29T04:29:09.841438,SUCCESS,0.2,150,497,829,130842.05164871762,133235.46438000078,154275.91138224196,1194332.3539574407,12.917335017430123,497,1240,0,0,1.4957780458383594,1
2025-08-29T04:29:27.878847,SUCCESS,0.2,150,497,994,128646.14589247582,128172.30126843571,146814.28029634614,1154498.4006640017,12.716715779935853,497,1294,0,0,1.3018108651911469,1
2025-08-29T04:29:45.950646,SUCCESS,0.2,150,596,729,148616.78452652885,145751.60625860924,165750.95102001514,1317494.8128633224,12.580766876780883,596,1268,0,0,1.739368998628258,1
2025-08-29T04:30:03.320971,SUCCESS,0.2,150,596,829,138947.20535076456,137141.02881692353,157412.80251762253,1237881.6124199938,12.716305092365717,596,1298,0,0,1.5657418576598312,1
2025-08-29T04:30:21.339640,SUCCESS,0.2,150,596,994,135007.57771616845,129569.23950054646,153666.27236975383,1176999.8319361622,13.055759924533985,596,1532,0,0,1.5412474849094568,1
2025-08-29T04:30:36.610066,SUCCESS,0.25,150,331,729,125905.38719774291,142470.59679514455,155760.6184278887,1249104.9519614978,12.46977831472802,331,958,0,0,1.3141289437585735,1
2025-08-29T04:30:52.751459,SUCCESS,0.25,150,331,829,127865.09898048169,135741.63389042058,149873.01806792527,1205921.6351939074,12.428089329687355,331,1082,0,0,1.3051869722557299,1
2025-08-29T04:31:07.403880,SUCCESS,0.25,150,331,994,126833.69842883933,128493.10668898972,147136.16659030787,1153119.1436806067,12.759840767248761,331,1303,0,0,1.3108651911468814,1
2025-08-29T04:31:26.589281,SUCCESS,0.25,150,497,729,135059.9298596604,143099.64195332682,159614.12355737676,1271817.3533926085,12.550082221444898,497,1121,0,0,1.5377229080932784,1
2025-08-29T04:31:45.322117,SUCCESS,0.25,150,497,829,133078.87327719483,136272.3549207899,154978.44274925196,1220064.230999919,12.702482280153188,497,1253,0,0,1.51145958986731,1
2025-08-29T04:32:02.674115,SUCCESS,0.25,150,497,994,133332.16547752367,129402.8021234072,150309.5592660731,1172483.9458188978,12.81975414691861,497,1477,0,0,1.4859154929577465,1
2025-08-29T04:32:20.570058,SUCCESS,0.25,150,596,729,137133.69583810566,140539.71308230393,157699.88531360307,1258045.3832523387,12.535309728327315,596,1286,0,0,1.7640603566529491,1
2025-08-29T04:32:37.843506,SUCCESS,0.25,150,596,829,140681.7637110899,131762.73332336245,153247.41125937607,1203702.6606857171,12.73133442872637,596,1353,0,0,1.6320868516284681,1
2025-08-29T04:32:54.996496,SUCCESS,0.25,150,596,994,137397.63152406874,127145.95845452734,151915.4443825882,1164816.9722298288,13.042001276112408,596,1435,0,0,1.443661971830986,1
2025-08-29T04:33:14.295827,SUCCESS,0.05,175,284,625,124643.86305610604,133008.76999037658,150235.10160977213,1180349.1160448482,12.72802254583667,284,895,0,0,1.432,1
2025-08-29T04:33:32.574825,SUCCESS,0.05,175,284,710,124224.24195595266,130953.22960542316,150143.07807801798,1165121.0911498675,12.88647842859325,284,961,0,0,1.3535211267605634,1
2025-08-29T04:33:50.574439,SUCCESS,0.05,175,284,852,124183.11970378712,123414.43818017496,144521.95629791045,1112267.306668799,12.99345538895219,284,1099,0,0,1.289906103286385,1
2025-08-29T04:34:11.526872,SUCCESS,0.05,175,426,625,133899.57727805778,131540.846487727,147292.91484968245,1188585.0799702045,12.392290407462863,426,1050,0,0,1.68,1
2025-08-29T04:34:32.480718,SUCCESS,0.05,175,426,710,130272.97085958843,128168.14123511311,147442.94664651965,1157722.9303649687,12.73559871531945,426,1133,0,0,1.595774647887324,1
2025-08-29T04:34:53.154815,SUCCESS,0.05,175,426,852,126029.07055944929,126871.50396925655,149064.94503378912,1140158.6689036945,13.074052682256996,426,1200,0,0,1.408450704225352,1
2025-08-29T04:35:13.989887,SUCCESS,0.05,175,511,625,139249.01535129015,141055.39373298688,157192.80143948927,1265885.7868334884,12.417613269258235,511,1098,0,0,1.7568,1
2025-08-29T04:35:34.116775,SUCCESS,0.05,175,511,710,136940.70250682122,125914.80835514661,147836.05646311678,1155285.0634996688,12.796500286715526,511,1188,0,0,1.6732394366197183,1
2025-08-29T04:35:54.551089,SUCCESS,0.05,175,511,852,137505.6972154035,125981.88635776076,150224.65551473593,1156884.5989351324,12.985275770203176,511,1317,0,0,1.545774647887324,1
