timestamp,status,facility_pool_pct,k,L,U,cost_S_L,cost_S_U,final_cost_S_I,theoretical_bound,cost_as_pct_of_bound,min_cluster_size,max_cluster_size,lower_bound_violated,num_lb_violations,upper_bound_violation_factor,all_clients_assigned
2025-08-28T21:35:21.013576,SUCCESS,0.05,10,2261,4974,75864.76337058014,91649.99103185382,95452.34978516951,793279.463964137,12.032625842622943,2261,4974,0,0,1.0,1
2025-08-28T21:35:22.411714,SUCCESS,0.05,10,2261,5652,70913.93638793536,72808.95812900348,84367.89077181014,651490.5796788952,12.949978618784197,2261,7622,0,0,1.348549186128804,1
2025-08-28T21:35:23.528571,SUCCESS,0.05,10,2261,6783,69731.88676993804,68884.5450398564,73918.66631450219,621655.5888188708,11.890613974040786,2261,6778,0,0,0.9992628630399528,1
2025-08-28T21:35:25.578589,SUCCESS,0.05,10,3391,4974,81262.30681852726,98038.51659389389,97439.28696819994,848794.2297943118,11.479730133393154,3391,7359,0,0,1.479493365500603,1
2025-08-28T21:35:27.188091,SUCCESS,0.05,10,3391,5652,76474.65459942033,75713.20079161803,82178.87501949458,682941.7147401668,12.033072990827701,3391,6318,0,0,1.1178343949044587,1
2025-08-28T21:35:28.891001,SUCCESS,0.05,10,3391,6783,80466.53233805993,80696.75107821221,87960.40896897126,725810.3222236054,12.11892505186399,3391,9068,0,0,1.3368715907415598,1
2025-08-28T21:35:30.911072,SUCCESS,0.05,10,4069,4974,87616.32172941099,91598.08883554088,98515.0012267941,816419.2653076081,12.066716871223747,4069,7476,0,0,1.503015681544029,1
2025-08-28T21:35:34.091404,SUCCESS,0.05,10,4069,5652,81261.48674424324,81823.37304187394,91688.41953403268,735286.5847816041,12.469752805467833,4069,9547,0,0,1.6891365888181176,1
2025-08-28T21:35:37.200600,SUCCESS,0.05,10,4069,6783,84245.96713450234,67122.65461368258,83012.64028541913,638350.5165647827,13.004241107556874,4326,9920,0,0,1.4624797287335987,1
2025-08-28T21:35:38.432097,SUCCESS,0.1,10,2261,4974,70429.6858552744,92970.84423207033,96372.30411710584,791655.281335041,12.173518751063515,2612,4974,0,0,1.0,1
2025-08-28T21:35:39.786051,SUCCESS,0.1,10,2261,5652,77755.51028967575,73925.09375335487,82149.85924747773,672986.6768528356,12.206758628810379,3579,7731,0,0,1.3678343949044587,1
2025-08-28T21:35:41.203512,SUCCESS,0.1,10,2261,6783,94509.09969690099,73192.86654019527,74676.49303995793,701368.2651751689,10.64725861545892,2776,7763,0,0,1.1444788441692466,1
2025-08-28T21:35:42.805377,SUCCESS,0.1,10,3391,4974,79045.21555207614,85941.28524986161,92582.85307599843,759679.4278531836,12.187094935245645,3391,8176,0,0,1.6437474869320468,1
2025-08-28T21:35:45.106138,SUCCESS,0.1,10,3391,5652,118350.41768965768,88216.88886391767,97049.44628549175,854219.057426739,11.361189549884875,3391,7214,0,0,1.2763623496107572,1
2025-08-28T21:35:47.810726,SUCCESS,0.1,10,3391,6783,88310.60860444317,67094.35374610018,81933.89339779661,646281.6934315877,12.677737003929193,3391,6588,0,0,0.9712516585581601,1
2025-08-28T21:35:50.515171,SUCCESS,0.1,10,4069,4974,83871.05248256848,91249.98506861215,95686.37367976195,806492.000445422,11.864516154768403,4069,7076,0,0,1.4225975070365902,1
2025-08-28T21:35:52.726065,SUCCESS,0.1,10,4069,5652,88339.7379200453,79078.63530197337,97327.1899460408,730229.9229539041,13.328293854671932,4069,8699,0,0,1.539101203113942,1
2025-08-28T21:35:54.242984,SUCCESS,0.1,10,4069,6783,74891.31848040111,72446.7271043344,82522.20665022256,656909.726691143,12.562183706106357,4069,7296,0,0,1.0756302521008403,1
2025-08-28T21:35:55.526138,SUCCESS,0.2,10,2261,4974,72138.30945782375,85558.26833011031,83294.05801214502,743184.4972264196,11.207722755654917,3325,7079,0,0,1.423200643345396,1
2025-08-28T21:35:56.975760,SUCCESS,0.2,10,2261,5652,77658.81900157369,89122.48848649651,93938.83485333055,779175.0574086229,12.056191219178901,3367,5652,0,0,1.0,1
2025-08-28T21:35:58.150679,SUCCESS,0.2,10,2261,6783,72597.09077581533,72236.59895467252,81563.58060363572,650850.3742343383,12.531848153208374,2261,6714,0,0,0.9898275099513489,1
2025-08-28T21:35:59.506604,SUCCESS,0.2,10,3391,4974,73239.64709170198,84089.12331235911,91209.43416686209,735103.1573699177,12.407705401945892,3477,7077,0,0,1.4227985524728588,1
2025-08-28T21:36:02.299558,SUCCESS,0.2,10,3391,5652,85785.78768138523,76012.62657051903,80937.30155478217,703659.9613564037,11.502331523704166,3391,8675,0,0,1.5348549186128804,1
2025-08-28T21:36:04.440402,SUCCESS,0.2,10,3391,6783,93188.3067410937,84476.63303725013,90282.07408418875,777713.0447429382,11.608661407245673,3391,8525,0,0,1.2568185168804364,1
2025-08-28T21:36:06.095437,SUCCESS,0.2,10,4069,4974,82732.22849867349,81503.66287730276,86420.95216408667,735990.0971384663,11.74213518634175,4084,7015,0,0,1.4103337354242058,1
2025-08-28T21:36:07.843677,SUCCESS,0.2,10,4069,5652,81529.47585144168,73501.25391254605,81541.97034428957,677567.7290907057,12.034512100173174,4069,8322,0,0,1.4723991507430998,1
2025-08-28T21:36:09.358694,SUCCESS,0.2,10,4069,6783,72158.09569994804,78534.33444846128,83123.94722213851,694056.532539125,11.976538412229798,4069,6783,0,0,1.0,1
2025-08-28T21:36:10.763742,SUCCESS,0.25,10,2261,4974,76995.42690705496,88155.26734587233,92484.0902865026,771077.7252352162,11.994133309750381,4974,5430,0,0,1.0916767189384802,1
2025-08-28T21:36:11.796273,SUCCESS,0.25,10,2261,5652,70619.01947068959,87526.7978232535,86426.2447111806,753925.6237041536,11.463497458350739,2376,5652,0,0,1.0,1
2025-08-28T21:36:12.869040,SUCCESS,0.25,10,2261,6783,68206.49170688872,64494.907437795504,70843.39524059488,587877.335478346,12.05071040593031,2261,6777,0,0,0.9991154356479434,1
2025-08-28T21:36:15.400785,SUCCESS,0.25,10,3391,4974,77277.11289109095,78825.1887127688,81802.73061530392,706330.5467715634,11.581366682950499,4974,7816,0,0,1.5713711298753519,1
2025-08-28T21:36:17.826662,SUCCESS,0.25,10,3391,5652,77669.02396993779,79921.69030619063,80906.92174811708,714789.8800832101,11.318979745306208,3391,7688,0,0,1.3602264685067234,1
2025-08-28T21:36:19.693814,SUCCESS,0.25,10,3391,6783,79054.56547663905,79977.99715609466,88252.5281248191,717955.1110459408,12.29220695932506,3391,6512,0,0,0.960047176765443,1
2025-08-28T21:36:21.349786,SUCCESS,0.25,10,4069,4974,89450.7881088176,75344.6954431186,77719.4044019666,706314.4443194654,11.003513382322135,4069,8205,0,0,1.6495778045838358,1
2025-08-28T21:36:23.104900,SUCCESS,0.25,10,4069,5652,76297.85656326909,78024.57350472409,79591.36635233916,698767.7276596068,11.390246458421272,4069,9034,0,0,1.5983722576079264,1
2025-08-28T21:36:24.942334,SUCCESS,0.25,10,4069,6783,96203.13940340199,86127.09372928768,93292.79728733779,795295.9349118178,11.730576404578514,4069,7840,0,0,1.1558307533539731,1
2025-08-28T21:36:26.889630,SUCCESS,0.05,25,904,1989,57353.42773144244,68730.48254454423,73530.66417324099,595820.2332746945,12.341082102752411,904,2811,0,0,1.4132730015082957,1
2025-08-28T21:36:30.279773,SUCCESS,0.05,25,904,2261,61275.80845696852,53931.79680627935,62124.89516568559,500074.1945578925,12.423135575033863,904,2261,0,0,1.0,1
2025-08-28T21:36:32.500147,SUCCESS,0.05,25,904,2713,65442.13328998624,60520.72698841186,67205.99217502658,554529.3554988555,12.11946518405107,904,2713,0,0,1.0,1
2025-08-28T21:36:34.801590,SUCCESS,0.05,25,1356,1989,74520.81276613302,60551.640246901865,67603.24656083784,572903.107260579,11.80011867697712,1356,3252,0,0,1.6349924585218703,1
2025-08-28T21:36:37.181565,SUCCESS,0.05,25,1356,2261,65808.77162811461,63111.40451732256,68431.3367580167,573397.3748774872,11.934365198766008,1356,3538,0,0,1.5647943387881469,1
2025-08-28T21:36:39.629990,SUCCESS,0.05,25,1356,2713,70181.01166737788,57380.29693143829,75939.77182555397,542024.1018548239,14.010404992266142,1356,3210,0,0,1.1831920383339476,1
2025-08-28T21:36:42.562464,SUCCESS,0.05,25,1627,1989,63730.056834206305,66310.53060906344,75314.68300331724,591633.8279318567,12.72994873646607,1627,2472,0,0,1.2428355957767723,1
2025-08-28T21:36:45.934887,SUCCESS,0.05,25,1627,2261,75155.55332163812,60891.88331331266,68835.15660887847,576554.2898364649,11.939058961542552,1627,2996,0,0,1.325077399380805,1
2025-08-28T21:36:48.422069,SUCCESS,0.05,25,1627,2713,70186.27892208775,63606.38423596477,73618.30222015611,585617.2474959289,12.571061138473025,1627,2704,0,0,0.9966826391448581,1
2025-08-28T21:36:50.355319,SUCCESS,0.1,25,904,1989,64600.42429574249,67905.8885312507,72726.04356611455,604542.0683102399,12.029939251273555,904,1989,0,0,1.0,1
2025-08-28T21:36:52.129433,SUCCESS,0.1,25,904,2261,55462.41829641722,60734.4970219877,65744.68202220568,536066.3157467484,12.264281506033887,904,2261,0,0,1.0,1
2025-08-28T21:36:53.814936,SUCCESS,0.1,25,904,2713,57387.51041706265,60675.0791984046,67837.17221527697,539500.5752229575,12.5740685609542,904,3266,0,0,1.2038333947659419,1
2025-08-28T21:36:57.009590,SUCCESS,0.1,25,1356,1989,63333.54656742636,61735.88726235051,68017.0601674461,558818.3039713063,12.171587738639747,1356,2225,0,0,1.1186525892408246,1
2025-08-28T21:36:59.474787,SUCCESS,0.1,25,1356,2261,54627.49443762968,57701.94772336593,64954.61611563736,513168.62293882086,12.657558005720304,1356,3538,0,0,1.5647943387881469,1
2025-08-28T21:37:01.870650,SUCCESS,0.1,25,1356,2713,65127.064486691335,60627.04229807878,71068.20752715821,554643.4250599341,12.813314702049999,1356,2713,0,0,1.0,1
2025-08-28T21:37:04.300462,SUCCESS,0.1,25,1627,1989,74197.50569566163,67148.14259038656,70638.69488976554,618432.0095240292,11.422224885178888,1627,2781,0,0,1.3981900452488687,1
2025-08-28T21:37:06.687204,SUCCESS,0.1,25,1627,2261,67440.14329586734,63298.59323892074,71121.63945399242,577970.4392641799,12.305411249844909,1627,3450,0,0,1.525873507297656,1
2025-08-28T21:37:09.171955,SUCCESS,0.1,25,1627,2713,67089.25487887634,52829.96235391173,63461.986443474445,503988.2462351348,12.591957633445755,1627,4245,0,0,1.5646885366752672,1
2025-08-28T21:37:12.450478,SUCCESS,0.2,25,904,1989,61247.0508609678,69466.39221522665,73074.4804303065,608758.8472285221,12.003846968794042,966,2236,0,0,1.1241830065359477,1
2025-08-28T21:37:14.182560,SUCCESS,0.2,25,904,2261,51818.02526431125,62922.616864096795,67229.21912761581,544094.3685773001,12.35616889463624,924,2261,0,0,1.0,1
2025-08-28T21:37:16.345130,SUCCESS,0.2,25,904,2713,59047.05819745047,64200.18541515993,67326.11761107769,567495.4143010204,11.86372892440069,904,3231,0,0,1.1909325469959455,1
2025-08-28T21:37:18.628193,SUCCESS,0.2,25,1356,1989,61786.33534618592,68414.05613048477,75558.16673160908,602471.0636057651,12.541376888608804,1356,3200,0,0,1.6088486676721971,1
2025-08-28T21:37:20.678052,SUCCESS,0.2,25,1356,2261,64545.32245164684,67248.47418000862,73860.25488473882,599829.964163354,12.313532050330213,1356,3371,0,0,1.4909332153914197,1
2025-08-28T21:37:23.425078,SUCCESS,0.2,25,1356,2713,64782.6503467236,57923.62087227604,65023.58612593501,535030.6467993795,12.15324514864976,1356,2964,0,0,1.0925175082934022,1
2025-08-28T21:37:27.078071,SUCCESS,0.2,25,1627,1989,83503.15577699372,63175.04933346519,72897.35759529995,609231.6568882437,11.965457929030778,1627,3390,0,0,1.7043740573152337,1
2025-08-28T21:37:29.481973,SUCCESS,0.2,25,1627,2261,82825.14346411907,61477.46652752124,71862.83567902139,595992.5526208868,12.057673432831233,1627,3569,0,0,1.5785050862450243,1
2025-08-28T21:37:31.794207,SUCCESS,0.2,25,1627,2713,63211.818628405075,55096.03748550467,64087.11825751237,512095.89965534286,12.514671236509622,1627,4289,0,0,1.5809067453004055,1
2025-08-28T21:37:33.936505,SUCCESS,0.25,25,904,1989,58818.152897104,65528.57863312392,70857.23681473381,576336.3562260754,12.294424262719795,904,2478,0,0,1.2458521870286576,1
2025-08-28T21:37:35.907741,SUCCESS,0.25,25,904,2261,57307.62681790149,57233.92540527673,63841.91808390986,515252.73147274007,12.390408470311522,904,2261,0,0,1.0,1
2025-08-28T21:37:39.096490,SUCCESS,0.25,25,904,2713,54640.88132471329,62805.128264786435,66424.89335368895,548917.6605029316,12.101066905522563,904,3035,0,0,1.1186877994839661,1
2025-08-28T21:37:41.676535,SUCCESS,0.25,25,1356,1989,63285.09614104747,60989.55297960403,69074.99840233113,553497.0631393231,12.479740725371105,1356,2089,0,0,1.0502765208647562,1
2025-08-28T21:37:43.712204,SUCCESS,0.25,25,1356,2261,60534.70651841814,66824.76026089326,72428.03304712688,588842.7348630892,12.300063965969963,1356,3230,0,0,1.4285714285714286,1
2025-08-28T21:37:45.902291,SUCCESS,0.25,25,1356,2713,64907.37185818845,59215.45671904028,70862.95373855128,544322.9407496589,13.018549914680532,1356,3911,0,0,1.4415775893844454,1
